vehicle_weight_category,fuel_category,fuel_subcategory,lcod_case,fuel_pathway,fuel_scenario,fuel_pathway_2,fuel_scenario_2,energy_source,grid_scenario,metric_type,metric,units,dollar_year,value,notes_display,reference,reference_url,notes_display_2,reference_2,reference_url_2,pathway,vehicle_class,greet_class,greet_pathway,simulation_year,greet_notes,notes,greet_pathway_2,greet_notes_2,notes_2
Light Duty,E85,Reformulated E85 High-Blend Ethanol Fuel,,Reformulated E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-6827.4886407895265,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix",,,,,Current CA,Emissions,CO2e Emissions WTT,g/mmBtu,,69854.39459,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix, Future Charging",,,,,Current CA,Emissions,CO2e Emissions WTT,g/mmBtu,,69854.39459,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix",,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,35202.88324,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,"Lowest CO2e Emissions, Lowest Price",Midsize,Car,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix, Future Charging",,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,35202.88324,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,"Lowest CO2e Emissions, Lowest Price",Midsize,Car,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix",,,,,Future Low RE,Emissions,CO2e Emissions WTT,g/mmBtu,,64408.00684,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix, Future Charging",,,,,Future Low RE,Emissions,CO2e Emissions WTT,g/mmBtu,,64408.00684,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix",,,,,Future National,Emissions,CO2e Emissions WTT,g/mmBtu,,50013.54476,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Midsize,Car,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix, Future Charging",,,,,Future National,Emissions,CO2e Emissions WTT,g/mmBtu,,50013.54476,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Midsize,Car,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix",,,,,Current IN,Emissions,CO2e Emissions WTT,g/mmBtu,,225934.3545,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix, Future Charging",,,,,Current IN,Emissions,CO2e Emissions WTT,g/mmBtu,,225934.3545,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Midsize,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Gasoline,Conventional E10 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,14884.172190743362,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Conventional E10 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,14983.701147849755,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Conventional E10 Gasoline,,Conventional E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,17973.07578086601,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,Baseline (current fuel cost),Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E10 Gasoline 2050,,Conventional E0 Gasoline Blendstock 2050,,Starch Ethanol 2050,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,16427.571855068192,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E10 Gasoline 2050 High Price,,Conventional E0 Gasoline Blendstock 2050,,Starch Ethanol 2050,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,16427.571855068192,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E10 Gasoline 2050 Low Price,,Conventional E0 Gasoline Blendstock 2050,,Starch Ethanol 2050,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,16427.571855068192,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E15 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,11967.425198966017,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Conventional E15 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,12119.356928465388,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Conventional E15 Gasoline,,Conventional E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,16682.66062741017,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Reformulated E10 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,14884.172190743362,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Reformulated E10 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,14983.701147849755,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Reformulated E10 Gasoline,,Reformulated E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,17973.07578086601,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Reformulated E15 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,11967.425198966017,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Reformulated E15 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,12119.356928465388,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Reformulated E15 Gasoline,,Reformulated E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,16682.66062741017,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Renewable Gasoline,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-39331.03702,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,Lowest CO2e Emissions,Midsize,Car,Biofuel Blendstock Ex situ Fast Pyrolysis (Gasoline) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Light Duty,Natural Gas,Natural Gas,,Natural Gas,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,17557.1022,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,"Baseline (current fuel cost), Lowest CO2e Emissions, Lowest Price",Midsize,Car,Natural Gas,2022.0,GREET: Natural Gas as Stationary Fuels [NG],,,,
Light Duty,Blendstock,Biodiesel Blendstock,,Biodiesel Blendstock (BD100) from Soybean,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,32810.10509,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Midsize,Car,Biodiesel Blendstock (BD100) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Light Duty,Blendstock,Biodiesel Blendstock,,Biofuel Blendstock FT (FTD100) from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,5361.87575,,Xie et al. 2011,https://pubs.acs.org/doi/full/10.1021/es1017703,,,,,Midsize,Car,Biofuel Blendstock FT (FTD100) from Forest Residue,2022.0,GREET: Biomass to Fischer-Tropsch Diesel [MeOH_FTD],,,,
Light Duty,Blendstock,Ethanol,,Cellulosic Biochemical Ethanol from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,12683.33667,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,,,,Midsize,Car,Cellulosic Biochemical Ethanol from Corn Stover,2022.0,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production,,,
Light Duty,Blendstock,Ethanol,,Cellulosic Thermochemical Ethanol from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,14176.11695,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,,,,Midsize,Car,Cellulosic Thermochemical Ethanol from Forest Residue,2022.0,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production,,,
Light Duty,Blendstock,Ethanol,,Starch Ethanol,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,59012.10872,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,,,,Midsize,Car,Corn grain-derived ethanol,2022.0,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol,,,
Light Duty,Blendstock,Ethanol 2050,,Starch Ethanol 2050,,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,53288.90906,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,,,,Midsize,Car,Corn grain-derived ethanol,2050.0,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol,,,
Light Duty,Blendstock,Gasoline Blendstock,,Conventional E0 Gasoline Blendstock,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,97604.28186,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,,,
Light Duty,Blendstock,Gasoline Blendstock,,Reformulated E0 Gasoline Blendstock,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,97604.28186,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,,,
Light Duty,Blendstock,Gasoline Blendstock 2050,,Conventional E0 Gasoline Blendstock 2050,,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,96394.46808,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,36313.59026,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Midsize,Car,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,18610.29632,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Midsize,Car,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,45243.00034,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Midsize,Car,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,135732.9369,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Midsize,Car,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
