"Last Updated On",1/27/2026,
Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
"GEN-2023-224","","DISIS-2023-001","02 NEBRASKA","Lancaster","NE","NPPD","3/1/2027","6/1/2029",,,"478","478","478","ER","0","0","0","Thermal","CTG","Olive Creek 345 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-223","","DISIS-2023-001","02 NEBRASKA","Gage ","NE","NPPD","3/1/2027","6/1/2030",,,"239","239","239","ER/NR","0","0","0","Thermal","CTG","New Beatrice Power Station 345 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-222","","DISIS-2023-001","02 NEBRASKA","Gage","NE","NPPD","3/1/2027","6/1/2030",,,"478","478","478","ER/NR","0","0","0","Thermal","CTG","New Beatrice Power Station 345 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-221","","DISIS-2023-001","03 CENTRAL","Osage","KS","WERE","9/1/2029","12/1/2029",,,"250","250","250","ER/NR","0","0","0","Solar","","Emporia Energy Center - Swissvale 345 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-220","","DISIS-2023-001","03 CENTRAL","Osage","KS","WERE","8/1/2029","12/1/2029",,,"250","250","250","ER/NR","0","0","0","Solar","","Emporia Energy Center - Swissvale 345 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-210","","DISIS-2023-001","04 SOUTHEAST","Lincoln","OK","WFEC","5/4/2026","9/1/2026",,,"191","191","191","ER/NR","0","0","0","Solar","","Prague - Chernicky 138 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-206","","DISIS-2023-001","04 SOUTHEAST","Sebastian","AR","OGE","1/1/2029","12/31/2029",,,"50","50","50","ER/NR","0","0","0","Battery/Storage","","Battlefield BESS 161 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-205","","DISIS-2023-001","04 SOUTHEAST","Hughes","OK","AEP","7/1/2026","12/31/2028",,,"180","180","180","ER/NR","0","0","0","Solar","","McAlester City - Weleetka 138 kV line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-204","","DISIS-2023-001","04 SOUTHEAST","Morris","TX","AEP","4/1/2028","12/1/2028",,,"914.6","960","960","ER","0","0","0","Thermal","CTG","Welsh-Lydia 345kV Line ","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-199","","DISIS-2023-001","02 NEBRASKA","Dakota ","NE","NPPD","3/1/2030","3/28/2027",,,"250","250","250","ER/NR","0","0","0","Hybrid","Solar/Storage","Twin Church 230 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-193","","DISIS-2023-001","04 SOUTHEAST","Harrison","TX","AEP","1/15/2028","3/31/2028",,,"175","175","175","ER/NR","0","0","0","Hybrid","Solar/Storage","Pirkey - Whitney 138 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-177","","DISIS-2023-001","04 SOUTHEAST","Garvin","OK","OGE","2/1/2028","6/1/2028",,,"200","200","200","ER/NR","0","0","0","Solar","","Paoli - Seminole 138 kV line tap","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-173","","DISIS-2023-001","03 CENTRAL","Kearny","KS","SUNC","9/1/2027","12/31/2029",,,"100","100","100","ER/NR","0","0","0","Wind","","Holcomb 345 kV ","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-172","","DISIS-2023-001","03 CENTRAL","Kearny","KS","SUNC","9/1/2027","12/31/2029",,,"200","200","200","ER/NR","0","0","0","Wind","","Holcomb 345 kV ","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-171","","DISIS-2023-001","03 CENTRAL","Jackson","MO","INDN","2/1/2028","6/1/2028",,,"150","150","150","ER/NR","0","0","0","Battery/Storage","","Sub M 161 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-170","","DISIS-2023-001","03 CENTRAL","Chariton","MO","WERE","2/1/2028","6/1/2028",,,"150","150","150","ER","0","0","0","Battery/Storage","","Salisbury 161 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-161","","DISIS-2023-001","04 SOUTHEAST","Blaine","OK","OGE","9/3/2026","10/2/2027",,,"74.9","74.9","74.9","ER/NR","0","0","0","Battery/Storage","","Roman Nose 138 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-153","","DISIS-2023-001","02 NEBRASKA","Perkins","NE","Tri-State","6/30/2028","8/31/2028",,,"120","120","120","ER/NR","0","0","0","Hybrid","Solar/Storage","Grant 115 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-135","","DISIS-2023-001","04 SOUTHEAST","Bowie","TX","AEP","9/15/2026","12/31/2026",,,"52","52","52","ER/NR","0","0","0","Solar","","Lydia 345kV substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-132","","DISIS-2023-001","04 SOUTHEAST","Craighead","AR","SWPA","6/30/2026","12/31/2028",,,"150","150","150","ER/NR","0","0","0","Solar","","Jonesboro - Independence 161 kV ","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-120","","DISIS-2023-001","05 SOUTHWEST","Swisher","TX","SPS","8/30/2030","12/31/2030",,,"130","130","130","ER","0","0","0","Solar","","Kress 115 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-107","","DISIS-2023-001","03 CENTRAL","Finney/Kearny","KS","SUNC","5/1/2030","12/31/2030",,,"300","300","300","ER","0","0","0","Wind","","Setab 345 kV ","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-104","","DISIS-2023-001","04 SOUTHEAST","Woods","OK","WFEC","8/30/2027","9/30/2028",,,"100","100","100","ER/NR","0","0","0","Hybrid","Solar/Storage","Mooreland - Noel 138 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-102","","DISIS-2023-001","04 SOUTHEAST","Woods","OK","OGE","8/30/2027","6/30/2029",,,"475","475","475","ER/NR","0","0","0","Hybrid","Solar/Storage","Degrasse 345 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-099","","DISIS-2023-001","03 CENTRAL","Jackson","KS","WERE","8/30/2030","12/31/2030",,,"300","300","300","ER","0","0","0","Solar","","Jeffery Energy Center 345 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-092","","DISIS-2023-001","04 SOUTHEAST","Choctaw","OK","WFEC","8/30/2027","9/30/2028",,,"125","125","125","ER/NR","0","0","0","Hybrid","Solar/Storage","Unger - Frogville 138 kV line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-088","","DISIS-2023-001","04 SOUTHEAST","Okfuskee/Okmulgee","OK","WFEC","9/15/2028","12/31/2028",,,"117","117","117","ER/NR","0","0","0","Wind","","Pharaoh 138 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-079","","DISIS-2023-001","02 NEBRASKA","Cass","NE","OPPD","7/1/2028","2/1/2032",,,"272.7","258","303","ER","0","0","0","Thermal","Gas Turbine","Substation 3740 345 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-078","","DISIS-2023-001","02 NEBRASKA","Cass","NE","OPPD","7/1/2027","2/1/2028",,,"255","235","255","ER","0","0","0","Thermal","Gas Turbine","Substation 3740 345 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-077","","DISIS-2023-001","02 NEBRASKA","Cass","NE","OPPD","7/1/2027","2/1/2028",,,"255","235","255","ER","0","0","0","Thermal","Gas Turbine","Substation 3740 345 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-069","","DISIS-2023-001","04 SOUTHEAST","Atoka","OK","WFEC","8/30/2027","9/30/2028",,,"100","100","100","ER/NR","0","0","0","Hybrid","Solar/Storage","Tupelo - Atoka 138 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-064","","DISIS-2023-001","04 SOUTHEAST","LeFlore","OK","SWPA","8/1/2028","12/1/2029",,,"200","200","200","ER/NR","0","0","0","Hybrid","Solar/Storage","RS Kerr-Stigler 161 kV line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-063","","DISIS-2023-001","04 SOUTHEAST","Rogers","OK","AEP","8/1/2028","12/1/2028",,,"135","135","135","ER/NR","0","0","0","Hybrid","Solar/Storage","Catoosa - Owasso 88th 138 kV line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-061","","DISIS-2023-001","03 CENTRAL","Jasper","MO","SWPA","9/30/2027","12/31/2029",,,"100","100","100","ER/NR","0","0","0","Battery/Storage","","Carthage 161 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-059","","DISIS-2023-001","04 SOUTHEAST","Harrison and Panola","TX","AEP","9/30/2026","4/30/2029",,,"200","200","200","ER/NR","0","0","0","Hybrid","Solar\RECIP Gas","Tap Rockhill to South Shreveport 138 kV line","9/11/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-057","","DISIS-2023-001","04 SOUTHEAST","Pawnee","OK","GRDA","12/28/2027","5/31/2028",,,"150","150","150","ER/NR","0","0","0","Battery/Storage","","Pawnee Switch 138 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-055","","DISIS-2023-001","04 SOUTHEAST","Mayes County","OK","GRDA","12/28/2027","5/31/2028",,,"100","100","100","ER/NR","0","0","0","Battery/Storage","","Kerr Grove 161 kV","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-038","","DISIS-2023-001","04 SOUTHEAST","Coal","OK","OGE","5/24/2026","9/1/2026",,,"200","200","200","ER/NR","0","0","0","Solar","","Lula 138 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-037","","DISIS-2023-001","03 CENTRAL","Wyandotte ","KS","KACY","4/15/2028","7/1/2028",,,"200","200","200","ER/NR","0","0","0","Battery/Storage","","Nearman 161 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-035","","DISIS-2023-001","04 SOUTHEAST","Grady","OK","WFEC","5/4/2026","9/1/2026",,,"200","200","200","ER/NR","0","0","0","Solar","","Cleveland - Amber Tap 138 kV Line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-034","","DISIS-2023-001","03 CENTRAL","Sedgwick","KS","WERE","5/24/2026","9/1/2026",,,"130","130","130","ER/NR","0","0","0","Solar","","Clear Water - Waco 138 kV line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-033","","DISIS-2023-001","03 CENTRAL","Clay","MO","WERE","4/15/2028","7/1/2028",,,"200","200","200","ER/NR","0","0","0","Battery/Storage","","Liberty South 161 kV Substation","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2023-015","","DISIS-2023-001","03 CENTRAL","Finney County","KS","SPS","5/4/2026","9/1/2026",,,"330","330","330","ER/NR","0","0","0","Solar","","Finney-Carpenter 345 KV line","10/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-GR1","","Replacement","04 SOUTHEAST","Hallsville","TX","AEP","3/30/2026","12/15/2027","3/31/2023",,"513","510","513","ER","0","0","0","Thermal","Gas","Pirkey 138 kV","3/23/2022",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2022-238","","DISIS-2022-001","04 SOUTHEAST","Pottawatomie","OK","OGE","3/1/2028","9/15/2028",,,"150","150","150","ER/NR","0","0","0","Battery/Storage","","Maud 138 kV substation","2/28/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-235","","DISIS-2022-001","04 SOUTHEAST","Canadian","OK","WFEC","3/1/2028","9/15/2028",,,"150","150","150","ER/NR","0","0","0","Battery/Storage","","El Reno SW 138 kV ","2/28/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-214","","DISIS-2022-001","03 CENTRAL","Sumner","KS","WERE","5/1/2027","12/15/2028",,,"239","239","239","ER","0","0","0","Solar","","Gill - Viola 138 kV Line Break","3/2/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-176","","DISIS-2022-001","04 SOUTHEAST","Nowata","OK","AEP","4/1/2026","12/31/2028",,,"215","215","215","ER/NR","0","0","0","Wind","","Northeastern - Delaware 345 kV transmission line","2/17/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-161","","DISIS-2022-001","03 CENTRAL","Butler","KS","WERE","12/31/2026","1/31/2029",,,"360","360","360","ER","0","0","0","Wind","","Burns 345kV Substation","2/24/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-156","","DISIS-2022-001","04 SOUTHEAST","Creek","OK","GRDA","9/15/2026","12/31/2027",,,"100","100","100","ER","0","0","0","Battery/Storage","","Silver City 138 kV Substation","2/24/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-155","","DISIS-2022-001","04 SOUTHEAST","Oklahoma","OK","OGE","9/15/2026","12/31/2027",,,"200","200","200","ER","0","0","0","Battery/Storage","","Horseshoe Lake 138 kV Substation","2/24/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-154","","DISIS-2022-001","04 SOUTHEAST","Cleveland","OK","WFEC","9/15/2026","12/31/2027",,,"100","100","100","ER","0","0","0","Battery/Storage","","Canadian Switch 138 kV Substation","2/24/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-147","","DISIS-2022-001","05 SOUTHWEST","Hale","TX","SPS","2/27/2024","4/11/2025",,,"203","196","203","ER","0","0","0","Thermal","CTG","Tuco 345kV","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-145","","DISIS-2022-001","04 SOUTHEAST","Cluster","OK","AEP","9/15/2027","12/31/2030",,,"180","180","180","ER","0","0","0","Battery/Storage","","Weatherford Jct. to Hinton 138 kV line","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-144","","DISIS-2022-001","03 CENTRAL","Jackson","MO","KCPL","9/15/2027","12/31/2030",,,"200","210.4","210.4","ER","0","0","0","Battery/Storage","","Blue Mills BESS 161kV Substation","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-143","","DISIS-2022-001","04 SOUTHEAST","Marshall","OK","OGE","9/15/2027","12/31/2030",,,"200","210.4","210.4","ER","0","0","0","Battery/Storage","","Caney Creek 138 kV Substation","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-142","","DISIS-2022-001","03 CENTRAL","Clay","MO","KCPL","9/15/2027","12/31/2030",,,"200","210.4","210.4","ER","0","0","0","Battery/Storage","","Shoal Creek 161 kV Substation","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-139","","DISIS-2022-001","04 SOUTHEAST","Harrison","TX","AEP","9/15/2027","12/31/2030",,,"300","315.7","315.7","ER","0","0","0","Battery/Storage","","Pirkey 345kV Substation","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-136","","DISIS-2022-001","04 SOUTHEAST","Bryan","OK","WFEC","9/15/2027","12/31/2030",,,"180","180","180","ER","0","0","0","Battery/Storage","","Colbert 138 kV Substation","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-130","","DISIS-2022-001","04 SOUTHEAST","Sebastian","AR","OGE","9/15/2027","12/31/2030",,,"200","200","200","ER/NR","0","0","0","Battery/Storage","","Battlefield BESS 161kV","2/21/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-111","","DISIS-2022-001","04 SOUTHEAST","Marion","TX","AEP","6/30/2026","4/1/2027",,,"150","150","150","ER/NR","0","0","0","Hybrid","Solar/Storage","Wilkes 345 kV Substation","2/10/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-104","","DISIS-2022-001","04 SOUTHEAST","Bryan","OK","WFEC","11/3/2025","6/1/2028",,,"113.078","113.078","113.078","ER/NR","0","0","0","Solar","","Brown - South Coleman Junction 138kV line","1/26/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-102","","DISIS-2022-001","03 CENTRAL","Clay","MO","KCPL","10/1/2026","1/1/2027",,,"100","100","100","ER/NR","0","0","0","Battery/Storage","","Liberty West 161 kV","1/6/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-100","","DISIS-2022-001","03 CENTRAL","Cooper ","MO","KCPL","8/1/2025","3/28/2028",,,"80","80","80","ER/NR","0","0","0","Hybrid","Solar/Storage","Overton - Sedalia East 161 kV Substation","3/24/2023",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-098","","DISIS-2022-001","04 SOUTHEAST","Johnston ","OK","OGE","3/1/2024","12/1/2027",,,"200","200","200","ER/NR","0","0","0","Solar","","Bison 345kV Substation","12/6/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-083","","DISIS-2022-001","01 NORTH","Williams","ND","BEPC","6/1/2025","6/16/2025",,,"250","250","265","ER","0","0","0","Thermal","CTG","Judson Substation 345 kV","10/21/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-075","","DISIS-2022-001","03 CENTRAL","Ellis","KS","ITCGP","9/3/2027","11/19/2027",,,"175","175","175","ER/NR","0","0","0","Solar","","Tap on the Spearville - Post Rock 345kV line","9/2/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-073","","DISIS-2022-001","03 CENTRAL","Kay","MO","KCPL","4/1/2025","5/1/2030",,,"300","300","300","ER/NR","0","0","0","Battery/Storage","","Nashua-Smithville 161kV","9/2/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-071","","DISIS-2022-001","04 SOUTHEAST","Pittsburg","OK","AEP","11/3/2025","6/1/2028",,,"90.824","90.824","90.824","ER/NR","0","0","0","Solar","","Talawanda to Canadian River 138 kV Line Tap","8/12/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-065","","DISIS-2022-001","03 CENTRAL","Edwards","KS","SUNC","9/4/2027","11/19/2027",,,"145","145","145","ER/NR","0","0","0","Solar","","tap on Arthur Mullergreen-Spearville 230 kV line","7/25/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-055","","DISIS-2022-001","04 SOUTHEAST","Grady","OK","WFEC","4/1/2025","8/26/2029",,,"200","200","200","ER","0","0","0","Solar","","Sunshine North to Anadarko 138 kV","6/23/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-054","","DISIS-2022-001","03 CENTRAL","Bourbon","KS","NEET","4/1/2025","7/20/2030",,,"200","200","200","ER","0","0","0","Solar","","Wolf Creek - Blackberry 345 kV Tap","6/23/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-038","","DISIS-2022-001","04 SOUTHEAST","Harrison","TX","AEP","4/1/2025","4/22/2029",,,"180","180","180","ER","0","0","0","Solar","","Longwood to Scottville 138 kV line","6/23/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-024","","DISIS-2022-001","03 CENTRAL","Bourbon","KS","WERE","6/1/2024","12/31/2028",,,"200","200","200","ER/NR","0","0","0","Battery/Storage","","Tap of Neosho - LaCygne 345 kV Line","6/10/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-017","","DISIS-2022-001","04 SOUTHEAST","Woodward","OK","OGE","6/6/2024","12/31/2028",,,"150","150","150","ER/NR","0","0","0","Battery/Storage","","Woodward 345kV Substation","6/8/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-016","","DISIS-2022-001","04 SOUTHEAST","Woodward","OK","OGE","6/1/2024","12/31/2028",,,"288","288","288","ER/NR","0","0","0","Solar","","Woodward 345kV Substation","6/8/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-015","","DISIS-2022-001","03 CENTRAL","Decatur","KS","SUNC","6/1/2024","12/31/2028",,,"270","270","270","ER/NR","0","0","0","Solar","","Tap of Mingo - Red Willow 345 kV Line","6/8/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-013","","DISIS-2022-001","03 CENTRAL","Bourbon","KS","WERE","6/1/2024","12/31/2028",,,"300","300","300","ER/NR","0","0","0","Solar","","Tap of Neosho - LaCygne 345 kV Line","6/8/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-012","","DISIS-2022-001","04 SOUTHEAST","Woodward ","OK","OGE","6/1/2024","12/31/2028",,,"100","100","100","ER/NR","0","0","0","Battery/Storage","","Woodward 345 kV Substation","6/8/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-010","","DISIS-2022-001","01 NORTH","Williams","ND","BEPC","7/1/2023","8/18/2025",,,"250","250","250","ER","0","0","0","Thermal","","Judson Substation 345 kV","5/26/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-009","","DISIS-2022-001","01 NORTH","Williams","ND","BEPC","7/1/2023","4/11/2025",,,"125","125","125","ER","0","0","0","Thermal","","Judson Substation 345 kV","5/26/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-007","","DISIS-2022-001","03 CENTRAL","Lyon","KS","WERE","5/1/2025","12/31/2028",,,"135","135","135","ER/NR","0","0","0","Solar","","Lang - Reading 115 kV Transmission Line","5/26/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-006","","DISIS-2022-001","03 CENTRAL","Labette","KS","WERE","4/1/2025","12/31/2028",,,"200","200","200","ER/NR","0","0","0","Solar","","Neosho - N345  161 kV Substation","5/25/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2022-004","","DISIS-2022-001","03 CENTRAL","Sedgwick","KS","WERE","8/1/2025","12/31/2028",,,"33","33","33","ER/NR","0","0","0","Solar","","Murray Gill 138 kV Substation","5/26/2022",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2021-SR9","","Surplus","","Kansas City","MO","KCPL",,"1/11/2023",,,"10","10","10","ER/NR","0","0","0","Solar","","Hawthorn Power Plant","8/24/2021",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2021-SR8","","Surplus","03 CENTRAL","Harper","KS","WERE","11/1/2023","11/1/2023",,,"42","42","42","ER","0","0","0","Solar","","Viola 345kV","5/13/2021",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2021-108","","DISIS-2021-001","02 NEBRASKA","Cass","NE","OPPD","5/27/2025","5/14/2025",,,"182.25","182.25","182.25","ER/NR","0","0","0","Solar","","OPPD 345KV Cass County Substation","5/20/2021",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2021-107","","DISIS-2021-001","03 CENTRAL","Pottawatomie","KS","WERE","10/1/2026","12/1/2026",,,"201.6","201.6","201.6","ER","0","0","0","Solar","","Evergy 345kV Jeffrey Energy Center","5/20/2021",,"FACILITY STUDY STAGE","N/A","",""
"GEN-2021-103","","DISIS-2021-001","03 CENTRAL","Johnson","KS","WERE","8/1/2025","3/31/2030",,,"150","150","150","ER/NR","0","0","0","Battery/Storage","","Evergy's Atlantic Substation115kV bus","5/25/2021",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
"GEN-2021-101","","DISIS-2021-001","03 CENTRAL","Douglas","KS","WERE","8/1/2025","9/1/2027",,,"159","159","159","ER/NR","0","0","0","Solar","","Evergy's Midland Substation 115kV bus","5/25/2021",,"IA FULLY EXECUTED/ON SCHEDULE","N/A","",""
